index,ScomFactor1,ScomFactor2,ScapFactor1,ScapFactor2
33,4.2571318927059165,1.100893105475249,3.702909149353862,0.3208283951841387
34,-5.184841997649559,-0.44167864994373596,-2.447782406988099,-1.1217756081769428
35,-2.151595806182377,-1.1467818175112345,-0.7254999272817869,3.8890363690211944
36,0.9405985830401615,-0.25772330996162884,1.8919918180855428,-0.038168944387205354
37,-0.8094639460659278,-0.17935526824629477,-4.537012635484409,1.7255021645885702
38,0.6269360753690744,1.9548097709446801,0.7399880950845746,-3.1855025700074937
39,1.875261178308878,-0.32978904236407613,0.0019335615162929367,-1.167637732098738
40,-5.3665747492212414,-0.784443735546036,-0.8262004957058022,-3.996712540155483
41,4.843876721920325,2.328188802116104,0.05322504315682219,0.009633472666708743
42,1.6552751529604277,-1.447618306794733,-0.10378028118665815,-0.772857858420298
43,4.174364285511941,0.5982250530832914,1.3627679799659747,-0.477119431228253
44,4.786511033437003,1.5802787665773461,4.230274307839291,0.9197793100628247
45,1.59291629473861,-0.999001146469677,0.7101269602574407,0.6373050400732351
46,-0.7997394485612753,-2.6818019467847916,-1.1131739472154427,-1.6476531954866978
47,-1.1871700750672423,-2.8824802398749383,0.7348671439616639,-1.900595415320638
48,-1.8186772013774568,-1.7858666920828075,-0.7104982634068713,-1.7811057862236916
49,-0.9805858512904705,0.02372313656233277,1.2519597745946904,-0.6647859142956909
50,2.80341071512677,2.651029524449997,1.7235297751541276,2.4519471552637464
51,2.590829074267988,0.06423264918098268,1.3979058603098369,-0.25634858894769225
52,0.7210388625824057,-2.700630501064952,0.272838906641741,-1.2123233944913252
53,-1.7995429367257327,-0.2937616185392506,0.7017861961781613,0.5326225690986804
54,-0.611538910856468,1.7837556805438757,0.6563955511448166,0.7745640768859436
55,-5.209102791843647,3.2591944653843368,-2.1281215839611796,4.205711623101228
56,-3.669458166547622,0.5321787219843123,-1.8558388278649163,0.8564550216377705
57,1.048794074408953,0.15566079167088084,2.104866714065828,1.0190782121305995
58,1.8416954969770558,-1.1533802087647587,-1.3916038511787767,-0.7773432112227077
59,0.6727412102609117,-1.2763146198097912,-2.121371933360405,-1.0146412376715401
60,1.8560065924982971,0.00039562501192397264,4.4164355370567865,-0.09005220664935054
61,-2.7988706382743893,-0.5482544803778765,-2.913374275440359,0.7982476991447728
62,0.6339034489961684,1.4741150243574201,1.0920310957813868,1.319251717135109
63,-1.340968544350846,-2.5645084275767855,0.31740862395675823,-2.5745848132762896
64,1.083838745160928,-0.04487055164600554,1.3484147554885764,0.6362188295430717
65,-2.005900536644873,0.5795597712878634,-1.4970039193251707,-0.3450729501931664
66,1.3959545161130138,-1.689253719661423,0.5376035285734351,-1.6486300592924061
67,2.348351301078671,-1.4303517176456126,1.4327484949259566,-0.7915823170540435
68,2.4523016776243027,-0.9197098893639083,2.861455946032398,0.05288317267542881
69,-0.029737252389230605,-1.7893878832160388,0.4742115889521509,-1.4283809435972745
70,-0.6590968570585616,5.084215372022132,-3.57408333464547,-0.2949178485402454
71,0.021502906659903027,1.2499548269043665,-2.3967238175281103,0.6413977301957551
72,-2.800334252141753,1.1282524914809435,-3.888458801061121,2.718595108105569
73,-0.7616495521638946,-0.36335173458422415,-0.5837359824691798,-0.375776740930813
74,2.873484814852399,-0.13221961526002335,2.374908050071516,1.0285230597054995
75,-1.3689378307302347,0.3283828075262744,-3.8592427710964494,0.809131579216738
76,1.9702396256584034,0.33801775451011185,0.9588793460905222,-0.3032612644167076
77,-1.0888037075029784,-2.16047353686114,-0.7033833964712316,-1.8962095931928025
78,-1.9682559077525419,-1.2381821426380768,-0.9320153513169235,-0.23215006144753292
79,-2.3718864787175042,-0.4932464215029271,-2.8203133515567074,0.5119505460504015
80,0.4035862622018541,-0.4721211546496036,0.22036107877684005,-0.5869412252709431
81,1.6497985288590524,-1.1662341743769924,0.7144108339444736,-1.1421490114454318
82,-0.304267105279855,-1.7861182163865845,-2.767608371184531,0.956511154997074
83,2.8534247336675076,-0.6570225290779013,-1.4258476241630498,-1.3414213972915658
84,0.1495733390297074,0.5903185117927816,0.694369857799816,1.0838896004221843
85,0.48273614167627815,-2.8180755497826673,-0.9621699940125179,-1.8845483278361033
86,-1.2767044140844745,-0.889192702757372,-1.6866317734404372,-0.34702226197151587
87,0.7086496948795854,0.11958832580179625,2.0824794706688197,0.5583064165468513
88,0.7938840174938814,-0.2531696916537166,1.649578977771235,-0.4280873411133059
89,0.6052136636720457,-0.2568705731455041,-0.3577338406374531,-1.6363270945956159
90,-8.490749790696206,2.5616399654766733,-7.6139815929234524,1.9789273738021815
91,0.7270204803089181,-3.336496434962981,0.8526822386750434,-1.2586997632174473
92,2.188086644554985,-0.11494366098202816,-0.3446379792530392,0.08683064417358777
93,-0.6744616205280126,1.452095477228617,0.7863605363070441,0.3734750282890879
94,1.482816418773342,1.1609375902015067,2.9229765898934073,0.9144643634603205
95,2.8970586431163814,-0.5315691672563801,-0.44636169466766756,-1.2341269584077055
96,2.9018601104972594,2.2040604518149984,1.588821085582114,-0.537934077898284
97,-2.240971174628549,-0.8365746702546011,-3.3494172026014386,-2.5026485704925516
98,1.5107517180335246,-2.1187937922731463,2.066480021946,-1.0229279597451701
